Birth Rate,Business Tax Rate,CO2 Emissions,Above Threshold?,GDP per Capita,Birth Rate Bin,Life Expectancy,Ease of Business (clusters),Country,Days to Start Business,Ease of Business,Energy Usage,GDP per Capita (bin),GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
1.3%,,524,Below Threshold,"$62,583",Below 1.5%,79,Not Clustered,Bermuda,,,,"$60,944",$4B,,,,,52%,,81,76,47%,1,,,,0.1M,100.0%,The Americas,$0B,$0B,12/1/2002
3.0%,,9567,Below Threshold,$894,Above 3%,64,Low,Bolivia,,,3527,$0,$8B,6.5%,$58,,5.2%,3%,0.206,66,62,12%,1,39%,56%,0.043,8.8M,62.8%,The Americas,$0B,$0B,12/1/2002
2.0%,,332267,Below Threshold,"$2,811",1.5-3%,71,Moderate,Brazil,,,195759,$0,$504B,7.2%,$203,,2.5%,9%,0.629,75,67,19%,1,29%,66%,0.057,179.4M,81.9%,The Americas,$2B,$3B,12/1/2002
1.1%,,519163,Below Threshold,"$23,995",Below 1.5%,80,Very Friendly,Canada,,,248220,"$23,440",$753B,9.6%,"$2,254",,0.5%,62%,0.042,82,77,38%,1,19%,69%,0.128,31.4M,79.9%,The Americas,$13B,$14B,12/1/2002
,,469,Below Threshold,,Above 3%,,Not Clustered,Cayman Islands,,,,,,,,,,,,,,43%,1,,,,0.0M,100.0%,The Americas,$1B,,12/1/2002
1.6%,,55361,Below Threshold,"$4,487",1.5-3%,78,Very Friendly,Chile,,,25568,$0,$71B,7.5%,$331,,0.8%,22%,0.078,81,75,40%,1,27%,66%,0.075,15.8M,86.6%,The Americas,$1B,$1B,12/1/2002
2.2%,,55661,Below Threshold,"$2,376",1.5-3%,72,Very Friendly,Colombia,,,25205,$0,$98B,5.7%,$135,,2.0%,5%,0.163,75,68,11%,1,32%,63%,0.049,41.2M,72.7%,The Americas,$1B,$1B,12/1/2002
1.9%,,6326,Below Threshold,"$4,115",1.5-3%,78,Moderate,Costa Rica,,,3073,$0,$17B,8.0%,$332,,1.0%,20%,0.264,80,76,12%,1,30%,64%,0.056,4.1M,61.8%,The Americas,$1B,$0B,12/1/2002
1.2%,,26091,Below Threshold,"$2,996",Below 1.5%,77,Not Clustered,Cuba,,,11729,$0,$34B,6.5%,$195,,0.6%,4%,,79,75,0%,1,21%,69%,0.103,11.2M,75.8%,The Americas,$2B,,12/1/2002
,,,Below Threshold,,Above 3%,,Not Clustered,Curacao,,,,,,,,,,,,,,,1,23%,66%,0.11,0.1M,90.9%,The Americas,$0B,$0B,12/1/2002
1.5%,,103,Below Threshold,"$4,684",1.5-3%,77,Friendly,Dominica,,,,$0,$0B,5.1%,$237,,1.3%,18%,0.11,79,75,17%,1,,,,0.1M,65.7%,The Americas,$0B,$0B,12/1/2002
2.4%,,21500,Below Threshold,"$2,974",1.5-3%,71,Moderate,Dominican Republic,,,7476,$0,$27B,6.3%,$176,,3.2%,7%,0.261,74,68,19%,1,34%,60%,0.054,8.9M,63.4%,The Americas,$3B,$0B,12/1/2002
2.5%,,24690,Below Threshold,"$2,191",1.5-3%,74,Moderate,Ecuador,,,9177,$0,$29B,4.8%,$105,,2.6%,4%,0.158,77,71,12%,1,34%,61%,0.053,13.0M,61.1%,The Americas,$0B,$1B,12/1/2002
2.3%,,6040,Below Threshold,"$2,381",1.5-3%,70,Moderate,El Salvador,,,4232,$0,$14B,7.7%,$184,,2.4%,2%,,75,65,15%,1,37%,57%,0.058,6.0M,60.0%,The Americas,$1B,$0B,12/1/2002
1.7%,,539,Below Threshold,"$20,653",1.5-3%,68,Not Clustered,Greenland,,,,"$18,752",$1B,,,,,44%,,71,65,35%,1,,,,0.1M,82.1%,The Americas,,,12/1/2002
1.9%,,205,Below Threshold,"$5,332",1.5-3%,71,Moderate,Grenada,,,,"$4,688",$1B,6.6%,$353,,1.3%,15%,0.113,73,68,7%,1,33%,59%,0.077,0.1M,36.1%,The Americas,$0B,$0B,12/1/2002
3.6%,,11096,Below Threshold,"$1,766",Above 3%,69,Friendly,Guatemala,,,7248,$0,$21B,6.2%,$110,,3.7%,3%,0.169,72,65,13%,1,44%,52%,0.042,11.8M,45.9%,The Americas,$1B,$0B,12/1/2002
2.2%,,1580,Below Threshold,$962,1.5-3%,64,Moderate,Guyana,,,,$0,$1B,5.8%,$56,,3.7%,,0.163,67,60,11%,1,36%,60%,0.042,0.8M,28.5%,The Americas,$0B,$0B,12/1/2002
3.0%,,1826,Below Threshold,$363,Above 3%,58,Low,Haiti,,,2309,$0,$3B,5.5%,$20,,7.1%,1%,0.342,60,56,2%,1,39%,57%,0.04,8.9M,38.9%,The Americas,$0B,$0B,12/1/2002
3.0%,,6091,Below Threshold,"$1,197",Above 3%,71,Moderate,Honduras,,,3380,$0,$8B,7.3%,$88,,2.9%,3%,0.227,73,69,5%,1,41%,55%,0.04,6.5M,46.6%,The Americas,$0B,$0B,12/1/2002
1.8%,,10301,Below Threshold,"$3,716",1.5-3%,71,Friendly,Jamaica,,,3586,$0,$10B,4.9%,$180,,1.9%,6%,0.185,74,68,47%,1,32%,60%,0.076,2.6M,52.3%,The Americas,$1B,$0B,12/1/2002
2.3%,,391251,Below Threshold,"$6,948",1.5-3%,75,Very Friendly,Mexico,,,150843,"$4,688",$742B,5.6%,$396,,1.9%,12%,0.082,77,72,24%,1,33%,62%,0.051,106.7M,75.4%,The Americas,$10B,$7B,12/1/2002
2.7%,,4037,Below Threshold,$995,1.5-3%,71,Moderate,Nicaragua,,,2636,$0,$5B,5.7%,$57,,3.0%,2%,0.183,74,68,5%,1,40%,57%,0.039,5.2M,55.2%,The Americas,$0B,$0B,12/1/2002
2.3%,,5871,Below Threshold,"$3,861",1.5-3%,76,Friendly,Panama,,,2625,$0,$12B,8.0%,$310,,2.1%,9%,0.106,78,73,17%,1,32%,63%,0.057,3.2M,62.8%,The Americas,$1B,$0B,12/1/2002
2.7%,,3898,Below Threshold,"$1,135",1.5-3%,71,Moderate,Paraguay,,,3885,$0,$6B,7.0%,$79,,2.6%,2%,0.387,73,69,30%,1,37%,58%,0.045,5.6M,56.6%,The Americas,$0B,$0B,12/1/2002
2.3%,,27187,Below Threshold,"$2,020",1.5-3%,72,Very Friendly,Peru,,,11873,$0,$54B,4.8%,$102,,2.6%,9%,0.208,74,69,9%,1,33%,62%,0.051,26.7M,73.9%,The Americas,$1B,$1B,12/1/2002
1.4%,,,Below Threshold,"$18,973",Below 1.5%,78,Very Friendly,Puerto Rico,,,,"$18,752",$73B,,,,,18%,,82,74,43%,1,23%,65%,0.117,3.8M,94.3%,The Americas,$2B,$1B,12/1/2002
,,,Below Threshold,,Above 3%,,Not Clustered,Sint Maarten (Dutch part),,,,,,,,,,,,,,,1,,,,0.0M,100.0%,The Americas,$0B,$0B,12/1/2002
1.7%,,198,Below Threshold,"$10,186",1.5-3%,72,Friendly,St. Kitts and Nevis,,,,"$9,376",$0B,3.7%,$374,,1.2%,21%,0.109,74,69,11%,1,,,,0.0M,32.4%,The Americas,$0B,$0B,12/1/2002
1.8%,,326,Below Threshold,"$4,513",1.5-3%,72,Friendly,St. Lucia,,,,$0,$1B,6.4%,$289,,1.5%,15%,0.126,74,70,9%,1,31%,62%,0.073,0.2M,26.3%,The Americas,$0B,$0B,12/1/2002
1.7%,,,Below Threshold,,1.5-3%,78,Not Clustered,St. Martin (French part),,,,,,,,,,,,81,74,,1,,,,0.0M,,The Americas,,,12/1/2002
1.9%,,187,Below Threshold,"$4,278",1.5-3%,71,Friendly,St. Vincent and the Grenadines,,,,$0,$0B,3.9%,$168,,1.9%,6%,0.116,73,68,9%,1,30%,63%,0.071,0.1M,45.9%,The Americas,$0B,$0B,12/1/2002
2.2%,,2252,Below Threshold,"$2,246",1.5-3%,69,Low,Suriname,,,,$0,$1B,7.1%,$161,,2.9%,4%,0.222,72,65,23%,1,30%,64%,0.059,0.5M,66.6%,The Americas,$0B,$0B,12/1/2002
1.5%,,26890,Below Threshold,"$7,050",1.5-3%,69,Friendly,Trinidad and Tobago,,,12540,"$4,688",$9B,5.0%,$352,,2.5%,22%,0.125,73,65,21%,1,24%,69%,0.068,1.3M,10.4%,The Americas,$0B,$0B,12/1/2002
,,99,Below Threshold,,Above 3%,,Not Clustered,Turks and Caicos Islands,,,,,,,,,,,,,,,1,,,,0.0M,86.0%,The Americas,$0B,,12/1/2002
1.4%,,5650950,Above Threshold,"$38,175",Below 1.5%,77,Very Friendly,United States,,,2255957,"$37,504","$10,980B",15.1%,"$5,578",,0.7%,59%,0.047,80,74,49%,1,21%,67%,0.123,287.6M,79.4%,The Americas,$104B,$82B,12/1/2002
1.6%,,4620,Below Threshold,"$4,089",1.5-3%,75,Friendly,Uruguay,,,2538,$0,$14B,11.0%,$449,,1.4%,11%,1.184,79,71,15%,1,24%,62%,0.133,3.3M,92.6%,The Americas,$0B,$0B,12/1/2002
2.3%,,193262,Below Threshold,"$3,667",1.5-3%,73,Low,"Venezuela, RB",,,57515,$0,$93B,5.7%,$207,,1.7%,5%,0.366,76,70,26%,1,33%,63%,0.047,25.3M,88.4%,The Americas,$0B,$2B,12/1/2002
1.5%,,,Below Threshold,,1.5-3%,78,Not Clustered,Virgin Islands (U.S.),,,,,,,,,,28%,,81,75,42%,1,25%,66%,0.093,0.1M,93.0%,The Americas,$1B,,12/1/2002
2.0%,,92533,Below Threshold,"$2,056",1.5-3%,70,Low,Algeria,25,,30698,$0,$68B,3.6%,$74,,3.1%,2%,0.081,71,68,4%,1,31%,65%,0.042,33.0M,62.3%,Africa,$0B,$0B,12/1/2003
5.0%,,9065,Below Threshold,$920,Above 3%,48,Low,Angola,119,,9004,$0,$14B,4.9%,$45,,12.5%,0%,0.961,49,46,2%,1,48%,50%,0.025,15.4M,34.6%,Africa,$0B,$0B,12/1/2003
4.1%,,2321,Below Threshold,$464,Above 3%,57,Low,Benin,32,,2386,$0,$4B,4.6%,$21,,8.2%,1%,,58,55,3%,1,45%,52%,0.028,7.7M,39.3%,Africa,$0B,$0B,12/1/2003
2.6%,,4265,Below Threshold,"$4,099",1.5-3%,48,Friendly,Botswana,107,,1907,$0,$8B,4.3%,$190,,5.1%,3%,0.164,48,47,24%,1,37%,60%,0.031,1.8M,54.6%,Africa,$0B,$0B,12/1/2003
4.5%,,1078,Below Threshold,$332,Above 3%,52,Low,Burkina Faso,40,,,$0,$4B,5.5%,$19,,9.1%,0%,,53,51,2%,1,47%,51%,0.026,12.7M,20.0%,Africa,$0B,$0B,12/1/2003
4.3%,,165,Below Threshold,$108,Above 3%,49,Low,Burundi,13,,,$0,$1B,7.2%,$6,,8.2%,0%,0.182,50,48,1%,1,47%,50%,0.028,7.3M,8.9%,Africa,$0B,$0B,12/1/2003
4.1%,,3795,Below Threshold,$791,Above 3%,52,Low,Cameroon,45,,6766,$0,$14B,4.9%,$39,,8.4%,1%,0.18,53,51,6%,1,45%,52%,0.033,17.2M,47.3%,Africa,$0B,$0B,12/1/2003
3.8%,,235,Below Threshold,$298,Above 3%,45,Low,Central African Republic,22,,,$0,$1B,4.4%,$13,,11.2%,0%,0.18,46,43,1%,1,42%,54%,0.04,3.8M,37.9%,Africa,$0B,$0B,12/1/2003
5.0%,,381,Below Threshold,$294,Above 3%,47,Low,Chad,64,,,$0,$3B,5.8%,$17,,10.3%,0%,0.18,48,46,1%,1,49%,48%,0.027,9.3M,21.7%,Africa,,,12/1/2003
3.9%,,99,Below Threshold,$569,Above 3%,59,Low,Comoros,,,,$0,$0B,3.6%,$21,,7.2%,1%,0.118,60,57,0%,1,41%,56%,0.03,0.6M,27.9%,Africa,$0B,$0B,12/1/2003
4.7%,,1698,Below Threshold,$175,Above 3%,48,Low,"Congo, Dem. Rep.",166,,18503,$0,$9B,5.1%,$6,,11.1%,0%,,49,46,2%,1,46%,51%,0.028,51.0M,36.5%,Africa,,,12/1/2003
3.9%,,1085,Below Threshold,"$1,039",Above 3%,53,Low,"Congo, Rep.",37,,999,$0,$3B,2.6%,$27,,7.0%,1%,0.18,54,52,10%,1,42%,54%,0.036,3.4M,60.1%,Africa,$0B,$0B,12/1/2003
3.7%,,5460,Below Threshold,$812,Above 3%,47,Low,Cote d'Ivoire,62,,6578,$0,$14B,5.1%,$42,,9.4%,1%,,47,46,8%,1,42%,55%,0.029,16.9M,45.5%,Africa,$0B,$1B,12/1/2003
2.9%,,407,Below Threshold,$824,1.5-3%,58,Low,Djibouti,,,,$0,$1B,6.2%,$50,,7.5%,1%,0.113,59,56,3%,1,39%,58%,0.032,0.8M,76.7%,Africa,$0B,$0B,12/1/2003
2.4%,,147963,Below Threshold,"$1,194",1.5-3%,70,Moderate,"Egypt, Arab Rep.",37,,48971,$0,$83B,5.6%,$56,,2.9%,4%,0.135,72,67,8%,1,34%,61%,0.054,69.4M,42.9%,Africa,$5B,$1B,12/1/2003
3.8%,,6018,Below Threshold,"$4,370",Above 3%,48,Low,Equatorial Guinea,,,,$0,$2B,2.0%,$101,,9.2%,1%,0.18,49,47,7%,1,42%,55%,0.034,0.6M,38.8%,Africa,,,12/1/2003
4.0%,,726,Below Threshold,$195,Above 3%,58,Low,Eritrea,,,804,$0,$1B,3.2%,$6,,5.1%,,,60,55,,1,45%,54%,0.019,4.5M,18.3%,Africa,$0B,,12/1/2003
4.1%,,4947,Below Threshold,$118,Above 3%,55,Moderate,Ethiopia,46,,27648,$0,$8B,4.9%,$6,,7.9%,0%,0.07,55,54,0%,1,47%,50%,0.031,72.0M,15.3%,Africa,$0B,$0B,12/1/2003
3.3%,,1335,Below Threshold,"$4,602",Above 3%,60,Low,Gabon,,,1593,$0,$6B,3.8%,$174,,5.3%,3%,0.18,61,58,23%,1,40%,54%,0.057,1.3M,82.2%,Africa,$0B,$0B,12/1/2003
4.5%,,315,Below Threshold,$361,Above 3%,56,Low,"Gambia, The",,,,$0,$0B,4.2%,$15,,5.9%,2%,0.293,57,55,11%,1,46%,52%,0.026,1.3M,50.6%,Africa,$0B,$0B,12/1/2003
3.4%,,7631,Below Threshold,$376,Above 3%,58,Friendly,Ghana,22,,8226,$0,$8B,4.8%,$18,,6.0%,1%,,59,57,4%,1,41%,56%,0.032,20.3M,46.0%,Africa,$0B,$0B,12/1/2003
4.1%,,1342,Below Threshold,$374,Above 3%,52,Low,Guinea,40,,,$0,$3B,4.9%,$18,,9.2%,1%,,52,52,1%,1,44%,53%,0.033,9.2M,32.1%,Africa,,$0B,12/1/2003
4.1%,,194,Below Threshold,$342,Above 3%,52,Low,Guinea-Bissau,,,,$0,$0B,5.8%,$20,,10.1%,1%,,53,51,0%,1,43%,54%,0.03,1.4M,39.2%,Africa,$0B,$0B,12/1/2003
3.9%,,6755,Below Threshold,$440,Above 3%,53,Moderate,Kenya,60,,14769,$0,$15B,4.4%,$20,,6.5%,3%,0.166,54,52,5%,1,43%,54%,0.028,33.9M,20.9%,Africa,$1B,$0B,12/1/2003
3.0%,,,Below Threshold,$510,Above 3%,44,Moderate,Lesotho,93,,,$0,$1B,7.1%,$36,,8.3%,2%,0.16,44,44,7%,1,40%,55%,0.046,1.9M,21.1%,Africa,$0B,$0B,12/1/2003
4.1%,,532,Below Threshold,$131,Above 3%,54,Low,Liberia,,,,$0,$0B,3.4%,$5,,9.7%,0%,0.171,54,53,2%,1,43%,54%,0.03,3.1M,45.4%,Africa,,,12/1/2003
2.3%,,49167,Below Threshold,"$4,437",1.5-3%,73,Low,Libya,,,17441,$0,$24B,4.1%,$194,,2.2%,3%,0.07,75,71,2%,1,32%,64%,0.041,5.4M,76.7%,Africa,$0B,$1B,12/1/2003
3.9%,,1701,Below Threshold,$317,Above 3%,61,Moderate,Madagascar,67,,,$0,$5B,4.8%,$15,,6.1%,0%,0.243,62,59,2%,1,45%,52%,0.029,17.2M,27.9%,Africa,$0B,$0B,12/1/2003
4.3%,,957,Below Threshold,$198,Above 3%,47,Low,Malawi,45,,,$0,$2B,6.3%,$13,,8.4%,0%,0.489,47,47,1%,1,46%,51%,0.03,12.2M,14.9%,Africa,$0B,$0B,12/1/2003
4.8%,,539,Below Threshold,$389,Above 3%,51,Low,Mali,41,,,$0,$4B,6.2%,$24,,10.5%,0%,,50,51,2%,1,46%,51%,0.032,11.2M,30.5%,Africa,$0B,$0B,12/1/2003
3.7%,,1474,Below Threshold,$527,Above 3%,61,Low,Mauritania,82,,,$0,$2B,5.4%,$23,,7.6%,0%,0.21,62,59,12%,1,42%,55%,0.032,3.0M,51.6%,Africa,,,12/1/2003
1.6%,,3146,Below Threshold,"$4,588",1.5-3%,73,Very Friendly,Mauritius,,,,$0,$6B,3.9%,$188,,1.4%,12%,0.21,76,69,38%,1,25%,69%,0.064,1.2M,42.0%,Africa,$1B,$0B,12/1/2003
2.1%,,37561,Below Threshold,"$1,684",1.5-3%,69,Friendly,Morocco,36,,11018,$0,$50B,5.3%,$88,,3.8%,3%,0.126,70,67,25%,1,32%,63%,0.049,29.6M,54.3%,Africa,$4B,$1B,12/1/2003
4.5%,,1918,Below Threshold,$235,Above 3%,48,Moderate,Mozambique,153,,8063,$0,$5B,6.4%,$15,,9.9%,0%,0.247,49,46,2%,1,44%,53%,0.032,19.9M,29.6%,Africa,$0B,$0B,12/1/2003
3.0%,,1874,Below Threshold,"$2,489",Above 3%,54,Friendly,Namibia,85,,1076,$0,$5B,6.5%,$162,,4.9%,3%,0.147,56,52,11%,1,40%,57%,0.033,2.0M,34.7%,Africa,$0B,$0B,12/1/2003
5.2%,,880,Below Threshold,$223,Above 3%,53,Low,Niger,35,,,$0,$3B,6.8%,$15,,9.0%,0%,,53,53,1%,1,49%,49%,0.025,12.3M,16.5%,Africa,$0B,$0B,12/1/2003
4.3%,,93138,Below Threshold,$510,Above 3%,48,Moderate,Nigeria,36,,99007,$0,$68B,7.5%,$39,,10.3%,1%,0.207,48,47,2%,1,44%,54%,0.028,132.6M,37.4%,Africa,$0B,$2B,12/1/2003
3.9%,,682,Below Threshold,$202,Above 3%,52,Friendly,Rwanda,18,,,$0,$2B,6.3%,$13,,8.3%,0%,0.171,53,51,1%,1,45%,52%,0.027,9.1M,17.6%,Africa,$0B,$0B,12/1/2003
3.7%,,66,Below Threshold,$687,Above 3%,64,Low,Sao Tome and Principe,,,,$0,$0B,11.8%,$78,,5.2%,10%,0.296,66,62,3%,1,43%,53%,0.04,0.1M,56.3%,Africa,$0B,$0B,12/1/2003
3.9%,,5013,Below Threshold,$643,Above 3%,60,Low,Senegal,59,,2556,$0,$7B,5.4%,$35,,6.2%,2%,,61,58,7%,1,45%,52%,0.032,10.7M,40.8%,Africa,$0B,$0B,12/1/2003
1.8%,,557,Below Threshold,"$8,492",1.5-3%,71,Friendly,Seychelles,,,,"$4,688",$1B,4.8%,$403,,1.2%,15%,0.106,76,66,59%,1,26%,66%,0.078,0.1M,50.6%,Africa,$0B,$0B,12/1/2003
4.3%,,653,Above Threshold,$291,Above 3%,41,Moderate,Sierra Leone,26,,,$0,$1B,15.5%,$45,,13.3%,0%,0.2,41,40,2%,1,43%,55%,0.024,4.7M,36.4%,Africa,$0B,$0B,12/1/2003
4.7%,,576,Below Threshold,,Above 3%,52,Not Clustered,Somalia,,,,,,,,,10.5%,0%,,53,50,3%,1,48%,50%,0.029,8.0M,34.4%,Africa,,,12/1/2003
2.3%,,380811,Below Threshold,"$3,625",1.5-3%,53,Very Friendly,South Africa,38,,117374,$0,$168B,8.6%,$310,,5.3%,7%,0.15,54,51,36%,1,32%,65%,0.039,46.4M,58.4%,Africa,$7B,$4B,12/1/2003
4.1%,,,Below Threshold,,Above 3%,50,Low,South Sudan,,,,,,,,,9.5%,,,51,49,,1,44%,53%,0.031,7.4M,16.9%,Africa,,,12/1/2003
3.9%,,9072,Below Threshold,$589,Above 3%,59,Moderate,Sudan,,,14725,$0,$18B,3.8%,$23,,6.4%,1%,,61,57,1%,1,44%,54%,0.03,30.0M,32.7%,Africa,$0B,$0B,12/1/2003
3.2%,,1041,Below Threshold,"$1,704",Above 3%,46,Moderate,Swaziland,,,,$0,$2B,5.8%,$98,,8.2%,2%,0.146,46,46,8%,1,43%,54%,0.031,1.1M,22.3%,Africa,$0B,$0B,12/1/2003
4.2%,,3806,Below Threshold,$317,Above 3%,52,Moderate,Tanzania,28,,15491,$0,$12B,3.7%,$12,,6.6%,1%,0.145,53,51,4%,1,45%,52%,0.03,36.8M,23.6%,Africa,$1B,$0B,12/1/2003
3.9%,,1463,Below Threshold,$318,Above 3%,54,Low,Togo,65,,2303,$0,$2B,5.6%,$18,,7.2%,1%,,55,53,5%,1,43%,54%,0.028,5.3M,34.3%,Africa,$0B,$0B,12/1/2003
1.7%,,21397,Below Threshold,"$2,790",1.5-3%,73,Very Friendly,Tunisia,11,,8028,$0,$27B,5.4%,$151,,2.2%,7%,,75,71,20%,1,27%,66%,0.065,9.8M,64.6%,Africa,$2B,$0B,12/1/2003
4.7%,,1709,Below Threshold,$236,Above 3%,51,Moderate,Uganda,34,,,$0,$6B,7.6%,$18,,7.7%,1%,0.189,51,51,3%,1,49%,48%,0.026,26.8M,12.5%,Africa,$0B,,12/1/2003
4.5%,,2101,Below Threshold,$399,Above 3%,45,Friendly,Zambia,35,,6828,$0,$4B,6.7%,$27,,8.6%,1%,0.406,45,44,2%,1,46%,51%,0.027,10.9M,35.8%,Africa,$0B,$0B,12/1/2003
3.2%,,10627,Below Threshold,$452,Above 3%,43,Low,Zimbabwe,97,,9500,$0,$6B,,,,5.8%,6%,0.973,42,43,3%,1,42%,55%,0.035,12.7M,34.5%,Africa,$0B,,12/1/2003
4.7%,,583,Below Threshold,$198,Above 3%,56,Low,Afghanistan,,,,$0,$5B,10.0%,$18,,8.8%,0%,,57,55,1%,1,49%,49%,0.02,23.1M,22.2%,Asia,,,12/1/2003
1.4%,,3429,Below Threshold,$925,Below 1.5%,73,Very Friendly,Armenia,18,,1981,$0,$3B,5.6%,$51,,2.3%,5%,0.208,76,69,4%,1,23%,66%,0.112,3.0M,64.3%,Asia,$0B,$0B,12/1/2003
1.4%,,30616,Below Threshold,$884,Below 1.5%,68,Friendly,Azerbaijan,105,,12158,$0,$7B,6.6%,$57,,5.0%,,0.155,71,65,13%,1,28%,66%,0.062,8.2M,52.0%,Asia,$0B,$0B,12/1/2003
2.5%,,33883,Below Threshold,$373,1.5-3%,67,Moderate,Bangladesh,50,,21713,$0,$52B,3.0%,$11,,5.6%,0%,0.16,67,66,1%,1,35%,61%,0.042,139.2M,25.4%,Asia,$0B,$0B,12/1/2003
2.5%,,378,Below Threshold,"$1,009",1.5-3%,63,Low,Bhutan,62,,,$0,$1B,5.1%,$51,,5.1%,2%,0.15,63,62,0%,1,37%,60%,0.04,0.6M,28.7%,Asia,$0B,,12/1/2003
2.1%,,5357,Below Threshold,"$18,542",1.5-3%,77,Friendly,Brunei Darussalam,,,2505,"$14,064",$7B,3.1%,$575,,0.8%,20%,0.055,79,75,50%,1,30%,68%,0.03,0.4M,72.6%,Asia,$0B,$0B,12/1/2003
2.6%,,2380,Below Threshold,$360,1.5-3%,65,Moderate,Cambodia,94,,4115,$0,$5B,7.3%,$26,,6.3%,0%,,68,62,4%,1,38%,58%,0.041,12.9M,18.9%,Asia,$0B,$0B,12/1/2003
1.2%,,4525177,Below Threshold,"$1,274",Below 1.5%,74,Friendly,China,48,,1427554,$0,"$1,641B",4.8%,$61,,2.4%,6%,0.053,75,72,21%,1,23%,70%,0.074,"1,288.4M",39.8%,Asia,$19B,$17B,12/1/2003
1.2%,,3773,Below Threshold,$922,Below 1.5%,73,Very Friendly,Georgia,25,,2705,$0,$4B,8.5%,$74,,2.6%,3%,0.238,76,69,16%,1,20%,66%,0.139,4.3M,52.4%,Asia,$0B,$0B,12/1/2003
0.7%,,40066,Below Threshold,"$23,977",Below 1.5%,82,Very Friendly,"Hong Kong SAR, China",11,,13608,"$23,440",$161B,,,,,52%,0.05,84,79,106%,1,16%,73%,0.117,6.7M,100.0%,Asia,$9B,$11B,12/1/2003
2.4%,,1281914,Below Threshold,$565,1.5-3%,64,Moderate,India,89,,489507,$0,$618B,4.3%,$24,,6.0%,2%,0.115,65,62,3%,1,33%,62%,0.046,"1,093.8M",28.6%,Asia,$5B,$4B,12/1/2003
2.1%,,316792,Below Threshold,"$1,076",1.5-3%,68,Moderate,Indonesia,168,,165366,$0,$235B,2.5%,$27,,3.6%,2%,0.169,70,66,9%,1,30%,65%,0.048,218.1M,44.4%,Asia,$4B,$4B,12/1/2003
0.9%,,1237429,Below Threshold,"$33,691",Below 1.5%,82,Very Friendly,Japan,31,,506237,"$32,816","$4,303B",8.0%,"$2,693",,0.3%,48%,0.018,85,78,69%,1,14%,67%,0.188,127.7M,83.2%,Asia,$11B,$37B,12/1/2003
1.7%,,153816,Below Threshold,"$2,068",1.5-3%,67,Friendly,Kazakhstan,26,,43041,$0,$31B,3.7%,$77,,3.2%,2%,,72,61,9%,1,26%,67%,0.074,14.9M,55.1%,Asia,$1B,$1B,12/1/2003
1.6%,,77777,Below Threshold,,1.5-3%,68,Not Clustered,"Korea, Dem. Rep.",,,20027,,,,,,3.0%,,,71,64,,1,25%,68%,0.068,23.4M,59.6%,Asia,,,12/1/2003
1.0%,,466215,Below Threshold,"$14,219",Below 1.5%,78,Very Friendly,"Korea, Rep.",17,,202717,"$14,064",$681B,5.2%,$695,,0.5%,66%,0.062,81,74,72%,1,20%,72%,0.085,47.9M,80.7%,Asia,$7B,$11B,12/1/2003
2.1%,,5328,Below Threshold,$381,1.5-3%,69,Friendly,Kyrgyz Republic,21,,2584,$0,$2B,5.4%,$21,,3.7%,4%,0.191,72,65,3%,1,33%,62%,0.057,5.0M,35.3%,Asia,$0B,$0B,12/1/2003
2.9%,,1129,Below Threshold,$360,1.5-3%,64,Low,Lao PDR,153,,,$0,$2B,4.9%,$18,,7.5%,0%,0.305,65,62,2%,1,42%,55%,0.037,5.6M,25.1%,Asia,$0B,$0B,12/1/2003
0.8%,,1536,Below Threshold,"$17,586",Below 1.5%,79,Not Clustered,"Macao SAR, China",,,,"$14,064",$8B,,,,,26%,0.06,81,76,81%,1,20%,73%,0.074,0.5M,100.0%,Asia,$5B,$0B,12/1/2003
2.0%,,160266,Below Threshold,"$4,427",1.5-3%,74,Very Friendly,Malaysia,37,,54619,$0,$110B,3.9%,$172,,0.7%,35%,0.063,76,71,45%,1,32%,64%,0.042,24.9M,64.8%,Asia,$7B,$3B,12/1/2003
2.2%,,598,Below Threshold,"$3,303",1.5-3%,73,Friendly,Maldives,13,,,$0,$1B,6.0%,$199,,2.5%,6%,0.14,74,71,23%,1,37%,59%,0.043,0.3M,31.3%,Asia,$0B,$0B,12/1/2003
1.9%,,8034,Below Threshold,$646,1.5-3%,65,Friendly,Mongolia,20,,2525,$0,$2B,7.4%,$48,,4.2%,,0.319,68,61,13%,1,31%,65%,0.037,2.5M,60.4%,Asia,$0B,$0B,12/1/2003
2.0%,,9846,Below Threshold,,1.5-3%,63,Low,Myanmar,,,14064,,,2.3%,$4,,5.4%,0%,0.15,65,61,0%,1,29%,66%,0.048,49.6M,28.1%,Asia,$0B,$0B,12/1/2003
3.0%,,2952,Below Threshold,$258,Above 3%,64,Moderate,Nepal,31,,8707,$0,$6B,5.4%,$14,,5.2%,0%,0.074,65,63,0%,1,40%,56%,0.041,24.5M,14.6%,Asia,$0B,$0B,12/1/2003
2.9%,,118895,Below Threshold,$546,1.5-3%,65,Moderate,Pakistan,24,,68695,$0,$83B,2.9%,$16,,8.3%,5%,,65,64,2%,1,40%,56%,0.04,152.4M,34.1%,Asia,$1B,$1B,12/1/2003
